Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22,0.40131983243369396,0.4479013799963667,0.355932616233566,0.3762371242046356,271468800.0,0.0,0.0
1999-01-25,0.40609696436831655,0.4204298096615589,0.37623697024574887,0.4156525135040283,51048000.0,0.0,0.0
1999-01-26,0.4204298504398198,0.42879106951268564,0.3774313103895856,0.38340386748313904,34320000.0,0.0,0.0
1999-01-27,0.38459814391385594,0.3941536926208317,0.3630984121971783,0.38220950961112976,24436800.0,0.0,0.0
1999-01-28,0.38220960205751603,0.3845982369379898,0.37862567924709717,0.38101527094841003,22752000.0,0.0,0.0
1999-01-29,0.38101527319193274,0.38220960430807127,0.36309850215911865,0.36309850215911865,24403200.0,0.0,0.0
1999-02-01,0.3630984470893645,0.37265399671458715,0.3630984470893645,0.37026533484458923,15470400.0,0.0,0.0
1999-02-02,0.3630984158799732,0.3726539646838679,0.3308497611296104,0.34159961342811584,26409600.0,0.0,0.0
1999-02-03,0.33682235661150467,0.3535438650165632,0.33443276518600606,0.34876561164855957,7512000.0,0.0,0.0
1999-02-04,0.35354383351956603,0.3774312709485528,0.348765580577254,0.36787667870521545,18192000.0,0.0,0.0
1999-02-05,0.37384830541198133,0.38220952360485494,0.36429275635515107,0.3786256015300751,13684800.0,0.0,0.0
1999-02-08,0.3810152299222641,0.3822095609027695,0.36548805236816406,0.36548805236816406,15408000.0,0.0,0.0
1999-02-09,0.3726539642865401,0.37504262594867854,0.34637693638817546,0.351155161857605,8697600.0,0.0,0.0
1999-02-10,0.35115523860516445,0.36070986000421923,0.34159968772302207,0.34757134318351746,14822400.0,0.0,0.0
1999-02-11,0.34876561043716986,0.3917641496754809,0.34876561043716986,0.37743130326271057,13224000.0,0.0,0.0
1999-02-12,0.3822096030237429,0.40131974828763556,0.3822096030237429,0.398931086063385,10972800.0,0.0,0.0
1999-02-16,0.40609700908399915,0.4228194474491127,0.36070983379675325,0.4013197124004364,21100800.0,0.0,0.0
1999-02-17,0.3917642916081986,0.39654254669072486,0.3726541417413093,0.3798210322856903,6772800.0,0.0,0.0
1999-02-18,0.3917641511426628,0.39654240451196465,0.37504267007079606,0.3857925236225128,7070400.0,0.0,0.0
1999-02-19,0.3822096030237429,0.4060970453983983,0.37743134909213866,0.398931086063385,7536000.0,0.0,0.0
1999-02-22,0.40609700908399915,0.41087526258831786,0.3798209068347802,0.4013197124004364,20524800.0,0.0,0.0
1999-02-23,0.41087526222638915,0.4287910747602899,0.3869868651881062,0.42042985558509827,13809600.0,0.0,0.0
1999-02-24,0.4825395118704356,0.5016496844369195,0.44312396081991423,0.4538738429546356,61276800.0,0.0,0.0
1999-02-25,0.4729839425747708,0.48731678931946076,0.43237406433022557,0.43954095244407654,14913600.0,0.0,0.0
1999-02-26,0.44431825834558386,0.4586511053889898,0.415652564258772,0.41923555731773376,17260800.0,0.0,0.0
1999-03-01,0.42998540277178104,0.4395409528847368,0.40131970925366234,0.42162418365478516,9216000.0,0.0,0.0
1999-03-02,0.420429774048647,0.4228193650767838,0.4108751825429168,0.4180411398410797,5524800.0,0.0,0.0
1999-03-03,0.4204298024963919,0.4204298024963919,0.38698681632232806,0.3893754780292511,6139200.0,0.0,0.0
1999-03-04,0.40848663607309676,0.41087529829130875,0.3774313481379912,0.38101527094841003,5736000.0,0.0,0.0
1999-03-05,0.3845981722375445,0.4037083415759862,0.3845981722375445,0.4025140106678009,7876800.0,0.0,0.0
1999-03-08,0.3917641661570669,0.42042986018857825,0.3845982073907038,0.40848660469055176,7588800.0,0.0,0.0
1999-03-09,0.4072913368957258,0.42759674077986143,0.4072913368957258,0.42162418365478516,14318400.0,0.0,0.0
1999-03-10,0.42759682293093876,0.42759682293093876,0.4084866758542818,0.414458304643631,23534400.0,0.0,0.0
1999-03-11,0.4072913240714062,0.4144582119667796,0.39654240012168884,0.39654240012168884,5428800.0,0.0,0.0
1999-03-12,0.39893099966438017,0.39893099966438017,0.38220952024621446,0.3893754780292511,9076800.0,0.0,0.0
1999-03-15,0.39893097788048215,0.41087518790804495,0.3965423436417246,0.4060969352722168,10881600.0,0.0,0.0
1999-03-16,0.40848659935390313,0.4132638960231538,0.3893755263731301,0.39295849204063416,7915200.0,0.0,0.0
1999-03-17,0.39654243291143665,0.4037083919163734,0.3857925512521026,0.39534810185432434,5136000.0,0.0,0.0
1999-03-18,0.39654238909076966,0.4060969818163456,0.386986839544502,0.4001253545284271,4632000.0,0.0,0.0
1999-03-19,0.3989310503897871,0.41326389726123125,0.3989310503897871,0.4013197124004364,10531200.0,0.0,0.0
1999-03-22,0.4096808794907032,0.4108752103441647,0.3893754780292511,0.3893754780292511,3667200.0,0.0,0.0
1999-03-23,0.39176415407134185,0.39176415407134185,0.3583211643398664,0.36548805236816406,16396800.0,0.0,0.0
1999-03-24,0.36309850215911865,0.36548809387450204,0.3487656539578265,0.36309850215911865,6086400.0,0.0,0.0
1999-03-25,0.3619041222357857,0.3822095238908648,0.3607097913709354,0.36787667870521545,4032000.0,0.0,0.0
1999-03-26,0.3726539936354464,0.4013196854535576,0.3726539936354464,0.4001253545284271,8827200.0,0.0,0.0
1999-03-29,0.4120695888996124,0.4216242101295114,0.40490272766628876,0.4120695888996124,6595200.0,0.0,0.0
1999-03-30,0.41326388403613157,0.4168468769374441,0.37504266866623726,0.37743130326271057,6950400.0,0.0,0.0
1999-03-31,0.3893754356440596,0.40848650417172816,0.37145959998491573,0.403708279132843,15360000.0,0.0,0.0
1999-04-01,0.40370837622308836,0.4060970109067229,0.3845982052445716,0.39176416397094727,3043200.0,0.0,0.0
1999-04-05,0.38698699334674425,0.39654254669072486,0.3774314400027636,0.3798210322856903,9864000.0,0.0,0.0
1999-04-06,0.38340384993707444,0.38459818087207337,0.3630984470893645,0.37026533484458923,6969600.0,0.0,0.0
1999-04-07,0.3726540186575481,0.40370837441108576,0.3702653566468988,0.4013197124004364,8928000.0,0.0,0.0
1999-04-08,0.40370837847585894,0.42042986018857825,0.39893105440645943,0.40848660469055176,13012800.0,0.0,0.0
1999-04-09,0.41087526258831786,0.41087526258831786,0.3989310503897871,0.4013197124004364,4862400.0,0.0,0.0
1999-04-12,0.39654234604823,0.39654234604823,0.37743124903010156,0.38459813594818115,3331200.0,0.0,0.0
1999-04-13,0.3917641738206079,0.3917641738206079,0.3630984792283492,0.36907103657722473,3614400.0,0.0,0.0
1999-04-14,0.3678767099537049,0.3762369993800712,0.3583211600780487,0.3583211600780487,4828800.0,0.0,0.0
1999-04-15,0.36787667870521545,0.36787667870521545,0.3583211296412347,0.36787667870521545,3585600.0,0.0,0.0
1999-04-16,0.3654881806802553,0.38579266194694445,0.3654881806802553,0.3798210322856903,3892800.0,0.0,0.0
1999-04-19,0.38459823920260994,0.38459823920260994,0.35832120503230286,0.36309850215911865,3129600.0,0.0,0.0
1999-04-20,0.3630984625153756,0.3774313091517817,0.3523495383191923,0.3559325039386749,6768000.0,0.0,0.0
1999-04-21,0.3559325775306903,0.3630985375890127,0.3535439424030769,0.36190423369407654,3748800.0,0.0,0.0
1999-04-22,0.3630986229831634,0.3630986229831634,0.3427941397824336,0.3463771343231201,22718400.0,0.0,0.0
1999-04-23,0.34518267709551725,0.34637700817410916,0.32726683610903623,0.3296554982662201,12604800.0,0.0,0.0
1999-04-26,0.32965545956087905,0.3344327559765997,0.3057670638408711,0.31293395161628723,12350400.0,0.0,0.0
1999-04-27,0.3201000640711639,0.3487657700124969,0.3153227653546628,0.3463771343231201,22694400.0,0.0,0.0
1999-04-28,0.34876556548239296,0.34876556548239296,0.33323841744165367,0.3439882695674896,12009600.0,0.0,0.0
1999-04-29,0.3451826003806483,0.346376931193807,0.33682231202626883,0.3439882695674896,4814400.0,0.0,0.0
1999-04-30,0.34757130801504216,0.36309845811111313,0.3451826460725371,0.34876561164855957,9931200.0,0.0,0.0
1999-05-03,0.3523494926886742,0.3523494926886742,0.3415996130638985,0.351155161857605,3384000.0,0.0,0.0
1999-05-04,0.3511551967520269,0.3511551967520269,0.32487816624250404,0.3320441246032715,9604800.0,0.0,0.0
1999-05-05,0.3344327635487754,0.33921101689338684,0.3153226206325015,0.33921101689338684,14457600.0,0.0,0.0
