Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-03-10,43.600706840524474,43.62735763932675,42.881135272863006,43.54740524291992,5232000.0,0.0,0.0,0.0
1999-03-11,43.8672118610935,44.12039443258827,42.90778316911332,43.7606086730957,9688600.0,0.0,0.0,0.0
1999-03-12,43.60070724582553,43.62735804487555,42.348119690474796,42.694580078125,8743600.0,0.0,0.0,0.0
1999-03-15,43.01437858933384,43.97380710805504,42.56131512215994,43.92050552368164,6369000.0,0.0,0.0,0.0
1999-03-16,44.10708449234027,44.48019578109723,43.62736997822419,44.29364013671875,4905800.0,0.0,0.0,0.0
1999-03-17,44.29362933072177,44.346930930397725,43.84056573347612,43.973819732666016,3965000.0,0.0,0.0,0.0
1999-03-18,43.92051397407523,44.85329188007804,43.90718857541805,44.82664108276367,4848400.0,0.0,0.0,0.0
1999-03-19,45.41295427807662,45.41295427807662,43.65400182364407,43.6806526184082,7160400.0,0.0,0.0,0.0
1999-03-22,43.86721562367298,43.97381882081435,43.067691645112724,43.14764404296875,5024800.0,0.0,0.0,0.0
1999-03-23,42.90778600910104,43.06769080168154,41.548595272166786,41.62854766845703,10962400.0,0.0,0.0,0.0
1999-03-24,42.00164622965243,43.067677859846654,41.36202725153589,43.0410270690918,8447000.0,0.0,0.0,0.0
1999-03-25,43.707299272361766,44.613426208496094,43.42080325578988,44.613426208496094,8133800.0,0.0,0.0,0.0
1999-03-26,44.240312115581716,44.74667713377211,43.94715342083991,44.13370895385742,8256200.0,0.0,0.0,0.0
1999-03-29,44.66674827806877,45.75943126100483,44.400240233450226,45.73278045654297,5113800.0,0.0,0.0,0.0
1999-03-30,45.679479545270894,46.0525908134353,45.22641586249983,45.41297149658203,4940600.0,0.0,0.0,0.0
1999-03-31,46.15918897545856,46.21249057935632,44.61344246242358,44.74669647216797,8256600.0,0.0,0.0,0.0
1999-04-01,46.052585098818554,46.10588670194219,44.93325143322227,45.679473876953125,8715800.0,0.0,0.0,0.0
1999-04-05,46.41902778814505,47.398444622486565,46.132531707351276,47.331817626953125,5697200.0,0.0,0.0,0.0
1999-04-06,47.27850761102739,47.944777447710415,46.87874570901758,47.425086975097656,7522400.0,0.0,0.0,0.0
1999-04-07,47.86483048932381,47.97143367526885,45.91932234582679,46.93205261230469,11923600.0,0.0,0.0,0.0
1999-04-08,46.85210834771814,47.53170377597003,45.89267950783314,47.305171966552734,7952400.0,0.0,0.0,0.0
1999-04-09,47.22520509145295,47.70491936439095,47.091951126747944,47.59831619262695,4946800.0,0.0,0.0,0.0
1999-04-12,46.47899843579349,47.598332113719714,46.42569683208272,47.27852249145508,10934000.0,0.0,0.0,0.0
1999-04-13,47.57166709899902,47.67827027457101,46.26577819824219,46.63888931274414,9962200.0,0.0,0.0,0.0
1999-04-14,47.22522174902921,47.27852335371209,44.78001063420222,45.03985595703125,21253800.0,0.0,0.0,0.0
1999-04-15,45.19971921690291,45.726072079245974,43.60067254649361,45.65278244018555,17650600.0,0.0,0.0,0.0
1999-04-16,45.54621882619302,45.54621882619302,44.080424773857956,44.320281982421875,17274000.0,0.0,0.0,0.0
1999-04-19,44.61344929403311,44.986560578451545,41.795126556372416,42.24152755737305,19460600.0,0.0,0.0,0.0
1999-04-20,42.054947553631116,43.54739182676378,41.65518569475629,43.200931549072266,17413600.0,0.0,0.0,0.0
1999-04-21,43.60069491987997,45.35964715992402,43.01437750653195,45.3329963684082,10940400.0,0.0,0.0,0.0
1999-04-22,45.75941325353089,46.69219104262441,45.459591821322256,46.558937072753906,13630600.0,0.0,0.0,0.0
1999-04-23,46.31907636135985,47.51836199787377,45.83936210675428,47.17190170288086,7064400.0,0.0,0.0,0.0
1999-04-26,47.491712832210574,48.611046131286244,47.338470773408545,48.2579231262207,5421000.0,0.0,0.0,0.0
1999-04-27,48.61105427124229,48.85091144692276,46.91206594350561,47.51837158203125,16482800.0,0.0,0.0,0.0
1999-04-28,47.11861018270566,47.27851496839357,45.68612981091808,45.89267349243164,7676800.0,0.0,0.0,0.0
1999-04-29,45.6794780355985,45.945986075479475,44.560144268098426,45.51957321166992,19148200.0,0.0,0.0,0.0
1999-04-30,46.15918930967995,46.39904652895658,44.187029951183234,45.81272888183594,15295200.0,0.0,0.0,0.0
1999-05-03,45.67945242987739,45.86600795321995,44.80663908852472,45.57284927368164,11109800.0,0.0,0.0,0.0
