Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.09919208288192749,0.09962332887389705,0.09919208288192749,0.09919208288192749,469033600.0,0.0,0.0
1980-12-15,0.09444840138788535,0.09444840138788535,0.0940171554684639,0.0940171554684639,175884800.0,0.0,0.0
1980-12-16,0.08754776488370605,0.08754776488370605,0.08711652457714081,0.08711652457714081,105728000.0,0.0,0.0
1980-12-17,0.08927275985479355,0.08970400602682345,0.08927275985479355,0.08927275985479355,86441600.0,0.0,0.0
1980-12-18,0.09186094999313354,0.09229219018661694,0.09186094999313354,0.09186094999313354,73449600.0,0.0,0.0
1980-12-19,0.09746712446212769,0.09789837051618183,0.09746712446212769,0.09746712446212769,48630400.0,0.0,0.0
1980-12-22,0.10221080482006073,0.1026428224440256,0.10221080482006073,0.10221080482006073,37363200.0,0.0,0.0
1980-12-23,0.10652399808168411,0.10695524410530205,0.10652399808168411,0.10652399808168411,46950400.0,0.0,0.0
1980-12-24,0.11213015019893646,0.11256139617778275,0.11213015019893646,0.11213015019893646,48003200.0,0.0,0.0
1980-12-26,0.12248075753450394,0.12291200351812796,0.12248075753450394,0.12248075753450394,55574400.0,0.0,0.0
1980-12-29,0.12420575320720673,0.12463699927157063,0.12420575320720673,0.12420575320720673,93161600.0,0.0,0.0
1980-12-30,0.12161834050805977,0.12161834050805977,0.12118710577487946,0.12118710577487946,68880000.0,0.0,0.0
1980-12-31,0.11816832312691271,0.11816832312691271,0.11773707717657089,0.11773707717657089,35750400.0,0.0,0.0
1981-01-02,0.11903078854084015,0.11989328033304758,0.11903078854084015,0.11903078854084015,21660800.0,0.0,0.0
1981-01-05,0.11687457786739823,0.11687457786739823,0.11644334346055984,0.11644334346055984,35728000.0,0.0,0.0
1981-01-06,0.11169888709946132,0.11169888709946132,0.11126764118671417,0.11126764118671417,45158400.0,0.0,0.0
1981-01-07,0.10695524410530205,0.10695524410530205,0.10652399808168411,0.10652399808168411,55686400.0,0.0,0.0
1981-01-08,0.10479904956455197,0.10479904956455197,0.10436781495809555,0.10436781495809555,39827200.0,0.0,0.0
1981-01-09,0.1099739596247673,0.11040520571264233,0.1099739596247673,0.1099739596247673,21504000.0,0.0,0.0
1981-01-12,0.10997394606695603,0.10997394606695603,0.10911146551370621,0.10911146551370621,23699200.0,0.0,0.0
1981-01-13,0.10566153280328491,0.10566153280328491,0.10523028671741486,0.10523028671741486,23049600.0,0.0,0.0
1981-01-14,0.10566152632236481,0.10609277238178369,0.10566152632236481,0.10566152632236481,14291200.0,0.0,0.0
1981-01-15,0.10781777650117874,0.10868025735501065,0.10781777650117874,0.10781777650117874,14067200.0,0.0,0.0
